Razón Social,Estado,Municipio,Domicilio,Colonia,C.P.,Teléfono,E-mail,tipo_hospedaje,id_propietario,destino_id
INMOBILIARIA OJEDA,Ciudad de México,Cuauhtémoc,Calle SANTA VERACRUZ 37 int NA,Colonia GUERRERO,6300,5555354289,miguel.ramirez@oamyasociados.com,Hotel,474,39
HOTELES FRIMONT,Ciudad de México,Cuauhtémoc,Calle JESUS TERAN 35 int NA,Colonia TABACALERA,6030,5555354289,miguel.ramirez@oamyasociados.com,Hotel,475,79
UNION IMPULSORA DE HOTELES,Ciudad de México,Cuauhtémoc,Calle LAFRAGUA 7 int .NO,Colonia TABACALERAS,6030,5550969500,KARLA@HOTEL-CASABLANCA.COM.MX,Hotel,476,104
HOTEL AMIGO SUITES,Ciudad de México,Cuauhtémoc,Calle ISABEL LA CATOLICA 61-A int .,Colonia CENTRO DE LA CIUDAD DE MEXICO AREA 1,6000,5555123496,gerencia@hostalamigo.com,Hotel,477,84
HOTEL AMAZONAS,Ciudad de México,Cuauhtémoc,Calle SN A ABAD 161 int NA,Colonia OBRERA,6800,5556721872,esquedasalas_asoc2@yahoo.com.mx,Hotel,478,68
MABASA,Ciudad de México,Cuauhtémoc,Calle AMBERES 78 int NA,Colonia JUAREZ,6600,5555354289,miguel.ramirez@oamyasociados.com,Hotel,479,2
HOTEL BELLINI,Ciudad de México,Cuauhtémoc,Calle BELLINI 1 int NINGUNO,Colonia PERALVILLO,6220,5555830952,HOTELBELL@HOTMAIL.COM,Hotel,480,86
COSTELA,Ciudad de México,Cuauhtémoc,Calle TONALA 357 int NO,Colonia ROMA SUR,6760,5552641455,HOTELBAJIO@YAHOO.COM,Hotel,481,105
HOTEL SORA,Ciudad de México,Cuauhtémoc,Calle ALVARO OBREGON 38 int NO,Colonia ROMA,6700,5510859500,edith.rodriguez@fourpointsmxroma.com,Hotel,482,71
DESARROLLOS URBANOS DUVIPAMEX,Ciudad de México,Cuauhtémoc,Calle LAZARO CARDENAS 84 int NINGUNO,Colonia GUERRERO,6300,5585311013,d.gonzalez@mxhoteles.com,Hotel,483,39
HOTEL CALIFORNIA,Ciudad de México,Cuauhtémoc,Calle BAJA CALIFORNIA 7 int NA,Colonia ROMA,6700,5552646300,hotelcaliforniagerencia@hotmail.com,Hotel,484,85
ADMINISTRACIONES CEDRO,Ciudad de México,Cuauhtémoc,Calle JUAREZ 88 int 704,Colonia CENTRO AREA  4,16090,5551300030,juan.morenoa@posadas.com,Hotel,485,14
HOTELES DE TURISMO,Ciudad de México,Cuauhtémoc,Calle JESUS TERAN 35 int NA,Colonia TABACALERA,6030,5555354289,miguel.ramirez@oamyasociados.com,Hotel,486,113
LIVER FLOR,Ciudad de México,Cuauhtémoc,Calle LIVERPOOL 197 int NINGUNO,Colonia JUAREZ,6600,5552424700,CXP@HOTELESPF.COM,Hotel,487,18
SIN NOMBRE COMERCIAL,Ciudad de México,Cuauhtémoc,Calle EJE CENTRAL LAZARO CARDENAS 132 int NA,Colonia OBRERA,6800,5548809210,juanjosepalafox68@hotmail.com,Hotel,488,34
HOTEL BERNAL DIAZ,Ciudad de México,Cuauhtémoc,Calle BERNAL DIAZ 19 int NA,Colonia GUERRERO,6300,5536237979,despacontable@yahoo.com.mx,Hotel,489,15
HOTEL JENA,Ciudad de México,Cuauhtémoc,Calle JESUS TERAN 12 int NA,Colonia TABACALERA,6030,5555354289,miguel.ramirez@oamyasociados.com,Hotel,490,14
HOTELERA ZARAGOZA,Ciudad de México,Cuauhtémoc,Calle ZARAGOZA 55 int NINGUNO,Colonia BUENAVISTA,6350,5555911599,hdcfacturas@gmail.com,Hotel,491,96
HOTEL EL SALVADOR,Ciudad de México,Cuauhtémoc,Calle REPUBLICA DEL SALVADOR 16 int NA,Colonia CENTRO DE LA CIUDAD DE MEXICO (AREA 8),6080,5555354289,miguel.ramirez@oamyasociados.com,Hotel,492,71
HOTELERA ALPUSA,Ciudad de México,Cuauhtémoc,Calle EDISON 45 int NA,Colonia TABACALERA,6030,5555354289,miguel.ramirez@oamyasociados.com,Hotel,493,20
AZORES HOTEL,Ciudad de México,Cuauhtémoc,Calle BRASIL 25 int NA,Colonia CENTRO DE LA CIUDAD DE MEXICO AREA 2,6010,5555354289,miguel.ramirez@oamyasociados.com,Hotel,494,35
MBC HOTELS,Ciudad de México,Cuauhtémoc,Calle LIVERPOOL 197 int NINGUNO,Colonia JUREZ,6600,5552424700,CXP@PLAZAFLORENCIA.COM.MX,Hotel,495,37
HOTEL FORNOS,Ciudad de México,Cuauhtémoc,Calle REVILLAGIGEDO 92 int .NO,Colonia CENTRO (AREA 7),6070,5555219594,facturacion.ciudadela@kalihoteles.com,Hotel,496,78
HOTELERA MALLORCA,Ciudad de México,Cuauhtémoc,Calle SERAPIO RENDON 119 int NA,Colonia SAN RAFAEL,6470,5555354289,miguel.ramirez@oamyasociados.com,Hotel,497,27
BASAMPE,Ciudad de México,Cuauhtémoc,Calle IGNACIO MARISCAL 45 int 405,Colonia TABACALERA,6030,5555354289,miguel.ramirez@oamyasociados.com,Hotel,498,92
HOTEL NAYARIT,Ciudad de México,Cuauhtémoc,Calle PLATINO 25 int NINGUNO,Colonia MAZA,6270,5550605307,PERMISOSLEGALESl@gmail.com,Hotel,499,44
HOTEL JUAREZ,Ciudad de México,Cuauhtémoc,Calle 5 DE MAYO CJON 1 17 int NINGUNO,Colonia CENTRO AREA 1,6000,5518471855,HOTELJUAREZ@PRODIGY.NET.MX,Hotel,500,27
HOTEL TIO SAM,Ciudad de México,Cuauhtémoc,Calle FERNANDO RAMIREZ 15 int NA,Colonia OBRERA,6800,5555883337,tonopenedoasenjo@gmail.com,Hotel,501,88
HOTEL TASCON,Ciudad de México,Cuauhtémoc,Calle DURANGO 325 int NA,Colonia ROMA NORTE,6700,5555354289,miguel.ramirez@oamyasociados.com,Hotel,502,82
HOTEL BOSTON,Ciudad de México,Cuauhtémoc,Calle BRASIL 113 int NINGUNO,Colonia PERALVILLO,6220,5555224264,HLASVEGAS1023@GMAIL.COM,Hotel,503,110
CITY EXPRESS PLUS,Ciudad de México,Cuauhtémoc,Calle JUAN SALVADOR GRAZ 69 int NINGUNO,Colonia SANTA FE CUAJIMALPA,5348,5552287800,ceang.contador@cityexpress.com.mx,Hotel,504,34
OPERADORA ORGAL,Ciudad de México,Cuauhtémoc,Calle ANTONIO CASO 144 int .NO,Colonia SAN RAFAEL,6470,5555463537,FACTURACION@HOTELMUY.COM.MX,Hotel,505,65
CASA MX ALAMEDA,Ciudad de México,Cuauhtémoc,Calle SOTO 72 int 6,Colonia GUERRERO,16090,5685311013,DGONZALEZ@HOTELESMX.COM,Hotel,506,63
HOTEL MAJESTIC,Ciudad de México,Cuauhtémoc,Calle FRANCISCO I MADERO 73 int NA,Colonia CENTRO DE LA CIUDAD DE MEXICO AREA 1,6000,5555218600,caja@hotelmajestic.com.mx,Hotel,507,33
A.T. RENTA,Ciudad de México,Cuauhtémoc,Calle URUGUAY 47 int NINGUNO,Colonia CENTRO (AREA 3),6020,5511069511,CONTABILIDADATRENTA@HOTMAIL.COM,Hotel,508,109
HOTEL GILBET,Ciudad de México,Cuauhtémoc,Calle AMADO NERVO 37 int .NO,Colonia SANTA MARIA LA RIBERA,6400,5555472582,hotel_gilbert@hotmail.com,Hotel,509,7
HOTEL FONTAN REFORMA,Ciudad de México,Cuauhtémoc,Calle PASEO DE LA REFORMA 24 int NO,Colonia CENTRO DE LA CIUDAD DE MEXICO AREA 4,6040,5550026300,cxp@hotelfontanreforma.com,Hotel,510,12
HOTELERA ROYALTY,Ciudad de México,Cuauhtémoc,Calle JESUS TERAN 21 int NINGUNO,Colonia TABACALERA,6030,5523927941,GERENCIA@DUCATIMONARQUIA.COM,Hotel,511,82
SUITES EMBASSY,Ciudad de México,Cuauhtémoc,Calle PUEBLA 115 int SIN NUMERO,Colonia ROMA,6700,5556721872,esquedasalas_asoc2@yahoo.com.mx,Hotel,512,55
ABARROTES MANOLO,Ciudad de México,Cuauhtémoc,Calle EJE LAZARO CARDENAS 132 int NA,Colonia OBRERA,6800,5548809210,juanjosepalafox68@hotmail.com,Hotel,513,107
HOTEL EJE,Ciudad de México,Cuauhtémoc,Calle DR. ROBERTO SOLIS QUIROGA 213 int NINGUNO,Colonia BUENOS AIRES,6780,5555380455,hoteleje@hotmail.com,Hotel,514,36
HOTEL MAZOY,Ciudad de México,Cuauhtémoc,Calle MINA 220 int NA,Colonia GUERRERO,6300,5555661578,hotelmazoy@hotmail.com,Hotel,515,6
HOTEL HABANA,Ciudad de México,Cuauhtémoc,Calle CUBA 77 int NO,Colonia CENTRO DE LA CIUDAD DE MEXICO AREA 2,6010,5555848166,itorreblanca@aol.com,Hotel,516,1
CORINTO ADMINISTRACION,Ciudad de México,Cuauhtémoc,Calle IGNACIO L VALLARTA 24 int NA,Colonia TABACALERA,6030,5555354289,miguel.ramirez@oamyasociados.com,Hotel,517,43
HOTELERA AZTECA,Ciudad de México,Cuauhtémoc,Calle DOCTOR BARRAGAN 94 int NINGUNO,Colonia DOCTORES,6720,5555911599,HDCFACTURAS@GMAIL.COM,Hotel,518,99
HOTEL SUITES SAN MARINO,Ciudad de México,Cuauhtémoc,Calle RIO TIBER 105 int NO,Colonia CUAUHTEMOC,6500,5552079060,recepcion@exesuitessanmarino.com,Hotel,519,17
HOTEL MONACO,Ciudad de México,Cuauhtémoc,Calle GUERRERO 12 int NA,Colonia BUENAVISTA,6350,5555668333,COMPRASHOTELMONACO@HOTMAIL.COM,Hotel,520,82
HOTEL DILIGENCIAS,Ciudad de México,Cuauhtémoc,Calle BELISARIO DOMINGUEZ 6 int NA,Colonia CENTRO DE LA CIUDAD DE MEXICO AREA 2,6010,5555354289,miguel.ramirez@oamyasociados.com,Hotel,521,34
HOTEL VERONA,Ciudad de México,Cuauhtémoc,Calle CHIAPAS 121 int NINGUNO,Colonia ROMA NORTE,16090,5563632428,hdfacturas@gmail.com,Hotel,522,21
HOTEL PRINCIPAL,Ciudad de México,Cuauhtémoc,Calle BOLIVAR 29 int .,Colonia CENTRO DE LA CIUDAD DE MEXICO AREA 1,6000,5555211333,facturasprincipal1@gmail.com,Hotel,523,95
HOTELERA COSTA AZUL,Ciudad de México,Cuauhtémoc,Calle SAN SALVADOR EL VERDE 3 int .NO,Colonia CENTRO DE LA CIUDAD DE MEXICO AREA 2,6010,5555219495,facturacion.ciudadela@kalihoteles.com,Hotel,524,57
HOTEL ROSAS MORENO,Ciudad de México,Cuauhtémoc,Callejón ROSAS MORENO 68 int BIS,Colonia SAN RAFAEL,6470,5553898445,ALCARRASCO@PRODIGY.NET.MX,Hotel,525,71
SERVICIOS DE HOSPEDAJE DE LA PALMA,Ciudad de México,Cuauhtémoc,Callejón 2DO CALLEJON 5 DE MAYO 29 int NINGUNO,Colonia CENTRO (AREA 1),16090,5585311013,D.GONZALEZ@HOTELESMX.COM,Hotel,526,91
HOTEL ESTRELLA,Ciudad de México,Cuauhtémoc,Calzada DEL CANAL 14 int NA,Colonia ESPERANZA,6840,5557682508,INVALENCIA0763@GMAIL.COM,Hotel,527,55
OPERADORA HOTELERA LA RAZA,Ciudad de México,Cuauhtémoc,Circuito RIO CONSULADO CIRCUITO INTERIOR 130 int .NO,Colonia SANTA MARIA INSURGENTES,6430,5551173500,doris.ramos@posadas.com,Hotel,528,72
LERMA,Ciudad de México,Cuauhtémoc,Privada RIO LERMA 31 int NA,Colonia CUAUHTEMOC,6500,5555354289,miguel.ramirez@oamyasociados.com,Hotel,529,2
SERUGA,Ciudad de México,Cuauhtémoc,Privada CHAPULTEPEC 328 int NA,Colonia ROMA NORTE,6700,5555354289,miguel.ramirez@oamyasociados.com,Hotel,530,15
PROMOTORA DE HOTELES VILLA DEL MAR,Ciudad de México,Cuauhtémoc,Prolongación JUVENTINO ROSAS 8 int .NO,Colonia EX-HIPODROMO DE PERALVILLO,6250,5555219594,facturacion.ciudadela@kalihoteles.com,Hotel,531,10
OPERADORA VISTA ALEGRE,Ciudad de México,Cuauhtémoc,Prolongación PROLONGACION ZARAGOZA 33 int NA,Colonia SAN SIMON TOLNAHUAC,6920,5548809210,juanjosepalafox68@hotmail.com,Hotel,532,89
INTELIGENCIA SANTA FE SA DE CV,Ciudad de México,Miguel Hidalgo,Avenida OBSERVATORIO 464 int 0,Colonia 16 DE SEPTIEMBRE,11810,5555155905,hotelgala464@hotmail.com,Hotel,533,20
"ARTEIRO, S.A. DE C.V.",Ciudad de México,Miguel Hidalgo,Avenida DE LOS MAESTROS 107 int 0,Colonia AGRICULTURA,11360,5519975313,,Hotel,534,70
HOTELERA AMBOS MUNDOS,Ciudad de México,Miguel Hidalgo,Avenida REVOLUCION 135 int .,Colonia TACUBAYA,11870,5552718200,,Hotel,535,5
GRUPO HOTELERO HABITA S.A DE C.V,Ciudad de México,Miguel Hidalgo,Avenida PRESIDENTE MASARYK 201 int NINGUNO,Colonia POLANCO V SECC,11560,,laura@hotelhabita.com,Hotel,536,107
GRUPO POSADAS,Ciudad de México,Miguel Hidalgo,Avenida INSURGENTES SUR 553 int -,Colonia ESCANDON,11800,5553266700,,Hotel,537,48
GRUPO HOTELERO HABITA S.A DE C.V,Ciudad de México,Miguel Hidalgo,Calle TENNYSON 96 int -,Colonia POLANCO IV SECC,11550,5552412540,laura@hotelhabita.com,Hotel,538,75
REDUSO SA DE CV,Ciudad de México,Miguel Hidalgo,Calle MANUEL DUBLAN 31 int .,Colonia TACUBAYA,11870,5552724629,,Hotel,539,71
OPERADORA HOTELERA FERNANDEZ SA DE CV,Ciudad de México,Miguel Hidalgo,Calle GOLFO DE AUSTRALIA 10 int .,Colonia TACUBA,11410,5553993874,hotelvenecia1999@hotmail.com,Hotel,540,19
HOTEL VALENCIA,Ciudad de México,Miguel Hidalgo,Calle MAR NEGRO 24 int -,Colonia TACUBA,11410,5527286454,reaconsultores@prodigy.net.mx,Hotel,541,56
HOTELERA GAMA SA DE CV,Ciudad de México,Miguel Hidalgo,Calle LAGO ZUG 21 int -,Colonia TORRE BLANCA,11280,5553860846,,Hotel,542,17
HOTEL CANADÁ,Ciudad de México,Miguel Hidalgo,Calle LAGO CUITZEO 245 int -,Colonia ANÁHUAC II SECCION,11320,5527286484,hotelcanada00@yahoo.com.mx,Hotel,543,6
HOTELERA TACUBAYA SA DE CV,Ciudad de México,Miguel Hidalgo,Viaducto MIGUEL ALEMAN 29 int 0,Colonia TACUBAYA,11870,5552720329,hotelera_tacubaya@hotmail.com,Hotel,544,40
"VIADU, S.A. DE C.V.",Ciudad de México,Miguel Hidalgo,Viaducto MIGUEL ALEMÁN 113 int .,Colonia ESCANDÓN II SECCIÓN,11800,5552771819,,Hotel,545,47
MOTEL CUAJIMALPA SA DE CV,Ciudad de México,Miguel Hidalgo,Carretera MEXICO TOLUCA 2483 int 0,Colonia LOMAS DE VISTA HERMOSA,11910,5552591313,suitesbosques@gmail.com,Hotel,546,102
HOTEL MARRIOTT,Ciudad de México,Miguel Hidalgo,Avenida EJERCITO NACIONAL 350 int SUITE 4 C,Colonia POLANCO V SECCCION,11560,5591269200,mariela.mondragon@marriott.com,Hotel,547,111
HOTEL PRESIDENTE,Ciudad de México,Miguel Hidalgo,Avenida AV EJERCITO NACIONAL MEXICANO 769 int TORRE B,Colonia GRANADA,11520,5553277700,INES_MORALES@GRUPOPRESIDENTE.COM,Hotel,548,6
HOTEL MARTI,Ciudad de México,Miguel Hidalgo,Avenida ARQUITECTOS 63 int .NO,Colonia ESCANDON,11800,5555156956,facturacion.ciudadela@kalihoteles.com,Hotel,549,46
HOTEL LECTUS,Ciudad de México,Miguel Hidalgo,Avenida JOSE MARTI 178 int .NO,Colonia ESCANDON,11800,5555219594,facturacion.ciudadela@kalihoteles.com,Hotel,550,27
HOTEL ERMITA,Ciudad de México,Miguel Hidalgo,Avenida REVOLUCION 102 int NINGUNO,Colonia TACUBAYA,11870,5555166761,ermitahotel@gmail.com,Hotel,551,88
HOTEL FLAMINGOS PLAZA,Ciudad de México,Miguel Hidalgo,Avenida REVOLUCION 333 int NINGUNO,Colonia TACUVA,16090,5557232964,COBRANZA@HOTELCDMX.COM,Hotel,552,32
HOTELERA PATRIOTISMO,Ciudad de México,Miguel Hidalgo,Avenida CIRCUITO INTERIOR PATRIOTISMO 53 int NINGUNO,Colonia ESCANDON II SECCION,11800,5556721872,patriotismohotel@prodigy.net.mx,Hotel,553,86
HOTEL FLAMINGOS PLAZA,Ciudad de México,Miguel Hidalgo,Avenida REVOLUCION 333 int NO,Colonia TACUBAYA,11870,5557232964,cobranza@hotelcdmx.com,Hotel,554,14
HOTELES Y CENTROS ESPECIALIZADOS,Ciudad de México,Miguel Hidalgo,Avenida EJERCITO NACIONAL MEXICANO 769 int TORRE B,Colonia GRANADA,11520,5553277700,ines_morales@grupopresidentes.com,Hotel,555,46
OPERADORA 509,Ciudad de México,Miguel Hidalgo,Avenida PASEO DE LA REFORMA 2620 int P 16,Colonia LOMAS ALTAS,11950,5542024262,alejandra.pastor@ritcarlton.com,Hotel,556,100
BOUTIQUE VIADUCTO,Ciudad de México,Miguel Hidalgo,Avenida BOULEVARD VIADUCTO MIGUAL ALEMAN 77 int NA,Colonia ESCANDON,11800,5552714241,G_GENERALVIADUCTO@VMOTELBOUTIQUE.COM,Hotel,557,72
HOTEL LA MILPA,Ciudad de México,Miguel Hidalgo,Avenida AV CENTENARIO 2126 int NA,Colonia NUEVA ATZACOALCO,7420,5555354289,miguel.ramirez@oamyasociados.com,Hotel,558,112
OPERADORA CONSTITUYENTES,Ciudad de México,Miguel Hidalgo,Avenida REVOLUCION 220 int NINGUNO,Colonia ESCANDON I SECCION,11800,5583307641,g.general@lerevehotel.com.mx,Hotel,559,53
HOTEL MARRIOTT,Ciudad de México,Miguel Hidalgo,Avenida EJERCITO NACIONAL 350 int SUITE 4C,Colonia POLANCO V SECCION,11560,5591269200,mariela.mondragon@marriott.com,Hotel,560,80
ADMINISTRADOR DE HOTELES GTR,Ciudad de México,Miguel Hidalgo,Avenida MARIANO ESCOBEDO 700 int NINGUNO,Colonia NUEVA ANZURES,11590,5550041656,LIZBETH_GARCIA@CAMINOREAL.COM,Hotel,561,96
A SANCTUARIES MEXICO,Ciudad de México,Miguel Hidalgo,Avenida CONSTITUYENTES 41 int PISO 4,Colonia SAN MIGUEL CHAPULTEPEC 1a SECC,11850,5552017457,lgomez@macf.com.mx,Hotel,562,20
PROMOTORA CARRILLO PUERTO,Ciudad de México,Miguel Hidalgo,Calle FELIPE CARRILLO PUERTO 368 int NINGUNO,Colonia PENSIL NORTE,11430,5550605307,permisoslegales.2023@gmail.com,Hotel,563,31
CENTRO,Ciudad de México,Miguel Hidalgo,Calle REVILLAGIGEDO 92 int .NO,Colonia CENTRO,6070,5555156956,facturacion.ciudadela@kalihoteles.com,Hotel,564,111
LECTUS  HOTELERA,Ciudad de México,Miguel Hidalgo,Calle LUIS MOYA 111 int NO,Colonia CENTRO,6070,5555219594,facturacion.ciudadela@kalihoteles.com,Hotel,565,21
HOTEL NOGALES,Ciudad de México,Miguel Hidalgo,Calle UNION 101 int .NO,Colonia ESCANDÒN II SECCIÒN,11800,5529599131,IRAISLUCIARO@HOTMAIL.COM,Hotel,566,103
HOTEL PENSIL,Ciudad de México,Miguel Hidalgo,Calle LAGO BOLSEÑA 21 int NA,Colonia ANAHUAC II SECCION,11320,5555452795,HOTELPENSIL@HOTELPENSIL.COM,Hotel,567,104
HOTELERA TACUBAYA,Ciudad de México,Miguel Hidalgo,Calle VIADUCTO MIGUEL ALEMAN 29 int NA,Colonia TACUBAYA,11870,5556721872,esquedasalas_asoc2@yahoo.com.mx,Hotel,568,23
HOTEL LIRIO,Ciudad de México,Miguel Hidalgo,Calle TRANSITO 4 int .NO,Colonia TACUBAYA,11870,5555219594,facturacion.ciudadela@kalihoteles.com,Hotel,569,113
HOTEL LIRA,Ciudad de México,Miguel Hidalgo,Calle GOBERNADOR CEBALLOS 70 int .NO,Colonia SAN MIGUEL CHAPULTEPEC,11850,5555416174,nolysue@hotmail.com,Hotel,570,53
HOTEL DE PRADO,Ciudad de México,Miguel Hidalgo,Calle MELOCHOR OCAMPO 193 int NINGUNO,Colonia VERONICA ANZURES,11300,5552833400,tesoreria@hoteldelprado.com.mx,Hotel,571,4
HOTEL PARK VILLA,Ciudad de México,Miguel Hidalgo,Calle GRAL G PEDRAZA 68 int NO,Colonia SAN MIGUEL  CHAPULTEPEC,11850,5555155245,contabilidad@thegreenparkhotel.com.mx,Hotel,572,23
HOTEL TACUBA,Ciudad de México,Miguel Hidalgo,Calle GOLFO DE GABES 72 int NINGUNO,Colonia TACUBA,11410,5588061846,antonio13_1965@hotmail.com,Hotel,573,95
HOTEL MEDITERRANEO,Ciudad de México,Miguel Hidalgo,Calle MEDITERRANEO BIS 97 int NO,Pueblo TACUBA,11410,5555848166,itorreblanca@aol.com,Hotel,574,43
PROMOTORA DORADO PACIFICO,Ciudad de México,Miguel Hidalgo,Calle BOSQUE DE DURAZNOS 75 int 805,Colonia BOSQUES DE LAS LOMAS,11700,5552038422,RECEPCION@doradopacifico.com,Hotel,575,101
HOTEL POLANCO,Ciudad de México,Miguel Hidalgo,Calle EDGAR ALLAN POE 8 int NO,Colonia POLANCO CHAPULTEPEC,11560,5528080820,satpolanco@gmail.com,Hotel,576,53
INMOBILIARIA PALO ALTO,Ciudad de México,Miguel Hidalgo,Carretera MEXICO TOLUCA KM14 1977 int NA,Colonia LOMAS DE BEZARES,11250,5555354289,miguel.ramirez@oamyasociados.com,Hotel,577,103
HOTEL DUQUE,Ciudad de México,Venustiano Carranza,Avenida 4 38 int .,Colonia IGNACIO ZARAGOZA,15000,5557056942,,Hotel,578,86
OPERADORA SAN LAZARO SA DE CV,Ciudad de México,Venustiano Carranza,Avenida CONGRESO DE LA UNION 480 int .,Colonia PUEBLO DE LA MAGDALENA MIXIUHCA,15860,5557893476,,Hotel,579,111
HOTEL,Ciudad de México,Venustiano Carranza,Avenida 4 18 int .,Colonia VALENTIN GOMEZ FRIAS,15010,5557056942,hotel.puente@live.com.mx,Hotel,580,95
HOTEL DOMÍNGUEZ,Ciudad de México,Venustiano Carranza,Calle MIGUEL DOMÍNGUEZ 28 int -,Colonia AMPLIACIÓN PENITENCIARIA,15350,5527286454,reaconsultores@prodigy.net.mx,Hotel,581,104
NH AEROPUERTO,Ciudad de México,Venustiano Carranza,Avenida CAPITAN CARLOS DE LEON GONZALEZ NINGUNO int .NINGUNO,Colonia ZONA FEDERAL AEROPUERTO INTERNACIONAL DE LA CIUDAD DE MEXICO,15620,5552865750,dr.orozpe@nhhotels.com,Hotel,582,32
CONCEPTOS EXPRESS,Ciudad de México,Venustiano Carranza,Avenida CAPITAN CARLOS LEON S/N int 1 P,Colonia PEÑON DE LOS BAÑOS,15620,5553583414,contabilidad@izzzleep.com,Hotel,583,35
PLANET,Ciudad de México,Venustiano Carranza,Avenida EMILIO CARRANZA 209 int .NO,Colonia MOCTEZUMA 2A SECCION,15530,5557846895,hotelcima@hotmail.com,Hotel,584,21
NARVAEZ RUIZ JOSE ANTONIO,Ciudad de México,Venustiano Carranza,Avenida IXTACCIHUATL 109 int NA,Colonia MOCTEZUMA 1RA SECCION,15500,5555354289,miguel.ramirez@oamyasociados.com,Hotel,585,101
HOTELERA PLAZA DALI,Ciudad de México,Venustiano Carranza,Avenida VIADUCTO RIO DE LA PIEDAD 260 int NINGUNO,Colonia MAGDALENA MIXIUHCA,15850,5557682020,CONTA@HIMEXDALIAEROPUERTO.MX,Hotel,586,90
HOTEL RAMADA,Ciudad de México,Venustiano Carranza,Boulevard PUERTO AREO 390 int NO,Colonia MOCTEZUMA 2 SECCION,15530,5551333222,JUANRAMON_RAMADA@HOTMAIL.COM.MX,Hotel,587,14
OPERADORA BOULEVARD PLAZA,Ciudad de México,Venustiano Carranza,Boulevard PUERTO AEREO 90 int NINGUNO,Colonia SANTA CRUZ AVIACION,15540,5685311013,d.gonzalez@hotelesmx.com,Hotel,588,49
COMERCIAL HOTELERA LEO,Ciudad de México,Venustiano Carranza,Calle 17 205 int NINGUNO,Colonia GENERAL IGNACIO ZARAGOZA,15000,5555710708,gr.gerencia@gmail.com,Hotel,589,112
DOS2 EMPRESARIAL,Ciudad de México,Venustiano Carranza,Calle CALLE 17 205 B int NINGUNO,Colonia GENERAL IGNACIO ZARAGOZA,15000,5555710708,gr_gerenciag@gmail.com,Hotel,590,5
DOS2 EMPRESARIAL,Ciudad de México,Venustiano Carranza,Calle CALLE 17 205 int NINGUNO,Colonia GENERAL IGNACIO ZARAGOZA,15000,5555710708,gr.gerenciag@gmail.com,Hotel,591,110
HOTEL OJUSCA,Ciudad de México,Venustiano Carranza,Calle IGNACIO ZARAGOZA 2441 int NINGUNO,Colonia SANTA MARTHA ACATITLA SUR,9530,5518866703,despacho@contadoresluyando.com,Hotel,592,61
CAMINO REAL,Ciudad de México,Venustiano Carranza,Calle FUNDIDORA DE MONTERREY 89 int NA,Colonia PEÑON DE LOS BAÑOS,15520,5530030090,adrian.vega@caminoreal.com.mx,Hotel,593,29
PROMOTORA INMOBILIARIA REMIONGSTON,Ciudad de México,Venustiano Carranza,Calle FRANCISCO MORAZANIN 180 int SIN,Colonia IGNACIO ZARAGOZA,15000,5557459308,despacho@contadoresluvando.com,Hotel,594,26
CIMASOL,Ciudad de México,Venustiano Carranza,Calle ALFONSO CEBALLOS 12 int NA,Colonia MOCTEZUMA 1A SECCION,15500,5557846895,hotelcima@hotmail.com,Hotel,595,105
Estacionamiento Caroi,Ciudad de México,Venustiano Carranza,Calle 17 205 int NINGUNO,Colonia General Ignacio Zaragoza,15000,5555710708,gr.gerenciag@gmail.com,Hotel,596,59
HOTEL FAJA DE ORO,Ciudad de México,Venustiano Carranza,Calle FERROCARRIL INTEROCEANICO 9 int NINGUNO,Colonia MORELOS,16090,5585311013,D.GONZALEZ@MXHOTELES.COM,Hotel,597,45
HOTELERIA RUBI,Ciudad de México,Venustiano Carranza,Calle LECUMBERRI 79 int NINGUNO,Colonia ZONA CENTRO,15100,5550391636,cris_50est@hotmail.es,Hotel,598,40
PEÑON,Ciudad de México,Venustiano Carranza,Calle SINALOA 31 int SIN NUMERO,Colonia PEÑON DE LOS BAÑOS,15520,5546314000,juan.casanova@courtyad.com,Hotel,599,106
HOTEL JEREZ,Ciudad de México,Venustiano Carranza,Calle ADOLFO GURRION 96 int NINGUNA,Colonia MERCED BALBUENA,15810,5553898445,ALCARRASCO@PRODIGY.NET.MX,Hotel,600,102
HOTEL BALBUENA,Ciudad de México,Venustiano Carranza,Calle CARRETONES 136 int NINGUNA,Colonia MERCED BALBUENA,15810,5553898445,ALCARRASCO@PRODIGY.NET.MX,Hotel,601,112
HOTEL MX AEROPUERTO,Ciudad de México,Venustiano Carranza,Calle ROBERTO MONTE NEGRO (ANTES CALLE 17) 5 int NINGUNO,Colonia VALENTIN GOMEZ FARIAS,16090,5585311013,d.gonzalez@hotelesmx.com,Hotel,602,30
BLUE MOTEL BOUTIQUE,Durango,Durango,Boulevard FRANCISCO VILLA 10132 int N/A,Colonia 20 DE NOVIEMBRE,34236,6188109464,JBP34@HOTMAIL.COM,Hotel,603,29
AUTO HOTEL VILLA DORADA,Durango,Durango,Carretera A TORREON 501 int N/A,Colonia CIUDAD INDUSTRIAL,34208,6188142242,ATIMORBAR@YAHOO.ES,Hotel,604,4
AUTO HOTEL DURANGO PLAZA,Durango,Durango,Carretera A TORREON KM 8.8 int N/A,Colonia CIUDAD INDUSTRIAL,34208,6188143000,MDURANGOPLAZA@GMAIL.COM,Hotel,605,85
HOTEL EL SECRETO,Guanajuato,Celaya,Avenida EL SAUZ 1518 int NO,Colonia LAS CASAS,38013,,,Hotel,606,25
